Mods count: 222
 
                                     jar name                                      |    notes     |                mod id                |                 mod name                  |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
        /META-INF/jarjar/fabric-rendering-fluids-v1-3.0.28+4ac5e37a77.jar          |              | fabric_rendering_fluids_v1           | Fabric Rendering Fluids (v1)              | 3.0.28+4ac5e37a77            | fabric-rendering-fluids-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.37+a6081afc77.jar |              | fabric_rendering_data_attachment_v1  | Fabric Rendering Data Attachment (v1)     | 0.3.37+a6081afc77            | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
        /META-INF/jarjar/fabric-renderer-indigo-1.5.2+b5b2da4177.jar               |              | fabric_renderer_indigo               | Fabric Renderer - Indigo                  | 1.5.2+b5b2da4177             | fabric-renderer-indigo.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+cf68abbe77.jar               |              | fabric_renderer_api_v1               | Fabric Renderer API (v1)                  | 3.2.1+cf68abbe77             | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-registry-sync-v0-2.3.3+1c0ea72177.jar              |              | fabric_registry_sync_v0              | Fabric Registry Sync (v0)                 | 2.3.3+1c0ea72177             | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-recipe-api-v1-1.0.21+514a076577.jar                |              | fabric_recipe_api_v1                 | Fabric Recipe API (v1)                    | 1.0.21+514a076577            | fabric-recipe-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jarjar/fabric-particles-v1-1.1.2+78e1ecb877.jar                  |              | fabric_particles_v1                  | Fabric Particles (v1)                     | 1.1.2+78e1ecb877             | fabric-particles-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jarjar/fabric-object-builder-api-v1-11.1.3+4bd998fa77.jar        |              | fabric_object_builder_api_v1         | Fabric Object Builder API (v1)            | 11.1.3+4bd998fa77            | fabric-object-builder-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jarjar/fabric-networking-api-v1-1.3.11+503a202477.jar            |              | fabric_networking_api_v1             | Fabric Networking API (v1)                | 1.3.11+503a202477            | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jarjar/fabric-models-v0-0.4.2+7c3892a477.jar                     |              | fabric_models_v0                     | Fabric Models (v0)                        | 0.4.2+7c3892a477             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar          |              | fabric_model_loading_api_v1          | Fabric Model Loading API (v1)             | 1.0.3+6274ab9d77             | fabric-model-loading-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
        /META-INF/jarjar/fabric-mining-level-api-v1-2.1.50+561530ec77.jar          |              | fabric_mining_level_api_v1           | Fabric Mining Level API (v1)              | 2.1.50+561530ec77            | fabric-mining-level-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jarjar/fabric-message-api-v1-5.1.9+52cc178c77.jar                |              | fabric_message_api_v1                | Fabric Message API (v1)                   | 5.1.9+52cc178c77             | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jarjar/fabric-loot-api-v2-1.2.1+eb28f93e77.jar                   |              | fabric_loot_api_v2                   | Fabric Loot API (v2)                      | 1.2.1+eb28f93e77             | fabric-loot-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.22+afab492177.jar          |              | fabric_lifecycle_events_v1           | Fabric Lifecycle Events (v1)              | 2.2.22+afab492177            | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jarjar/fabric-key-binding-api-v1-1.0.37+561530ec77.jar           |              | fabric_key_binding_api_v1            | Fabric Key Binding API (v1)               | 1.0.37+561530ec77            | fabric-key-binding-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jarjar/fabric-item-group-api-v1-4.0.12+c9161c2d77.jar            |              | fabric_item_group_api_v1             | Fabric Item Group API (v1)                | 4.0.12+c9161c2d77            | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jarjar/fabric-item-api-v1-2.1.28+4d0bbcfa77.jar                  |              | fabric_item_api_v1                   | Fabric Item API (v1)                      | 2.1.28+4d0bbcfa77            | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jarjar/fabric-game-rule-api-v1-1.0.40+683d4da877.jar             |              | fabric_game_rule_api_v1              | Fabric Game Rule API (v1)                 | 1.0.40+683d4da877            | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-events-interaction-v0-0.6.2+0d0bd5a777.jar         |              | fabric_events_interaction_v0         | Fabric Events Interaction (v0)            | 0.6.2+0d0bd5a777             | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jarjar/fabric-entity-events-v1-1.6.0+4ca7515277.jar              |              | fabric_entity_events_v1              | Fabric Entity Events (v1)                 | 1.6.0+4ca7515277             | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-dimensions-v1-2.1.54+8005d10d77.jar                |              | fabric_dimensions_v1                 | Fabric Dimensions API (v1)                | 2.1.54+8005d10d77            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-data-generation-api-v1-12.3.4+369cb3a477.jar       |              | fabric_data_generation_api_v1        | Fabric Data Generation API (v1)           | 12.3.4+369cb3a477            | fabric-data-generation-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.0+30ef839e77.jar        |              | fabric_data_attachment_api_v1        | Fabric Data Attachment API (v1)           | 1.0.0+30ef839e77             | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jarjar/fabric-convention-tags-v1-1.5.5+fa3d1c0177.jar            |              | fabric_convention_tags_v1            | Fabric Convention Tags                    | 1.5.5+fa3d1c0177             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-content-registries-v0-4.0.11+a670df1e77.jar        |              | fabric_content_registries_v0         | Fabric Content Registries (v0)            | 4.0.11+a670df1e77            | fabric-content-registries-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jarjar/fabric-command-api-v2-2.2.13+561530ec77.jar               |              | fabric_command_api_v2                | Fabric Command API (v2)                   | 2.2.13+561530ec77            | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jarjar/fabric-command-api-v1-1.2.34+f71b366f77.jar               |              | fabric_command_api_v1                | Fabric Command API (v1)                   | 1.2.34+f71b366f77            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-client-tags-api-v1-1.1.2+5d6761b877.jar            |              | fabric_client_tags_api_v1            | Fabric Client Tags                        | 1.1.2+5d6761b877             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.41+1d0da21e77.jar          |              | fabric_blockrenderlayer_v1           | Fabric BlockRenderLayer Registration (v1) | 1.1.41+1d0da21e77            | fabric-blockrenderlayer-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jarjar/fabric-block-view-api-v2-1.0.1+0767707077.jar             |              | fabric_block_view_api_v2             | Fabric BlockView API (v2)                 | 1.0.1+0767707077             | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jarjar/fabric-block-api-v1-1.0.11+0e6cb7f777.jar                 |              | fabric_block_api_v1                  | Fabric Block API (v1)                     | 1.0.11+0e6cb7f777            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-biome-api-v1-13.0.13+dc36698e77.jar                |              | fabric_biome_api_v1                  | Fabric Biome API (v1)                     | 13.0.13+dc36698e77           | fabric-biome-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.36+67f9824077.jar            |              | fabric_api_lookup_api_v1             | Fabric API Lookup API (v1)                | 1.6.36+67f9824077            | fabric-api-lookup-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jarjar/fabric-api-base-0.4.31+ef105b4977.jar                     |              | fabric_api_base                      | Fabric API Base                           | 0.4.31+ef105b4977            | fabric-api-base.init.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
UndergroundBunkers-1.0.5-1.20.x-forge.jar                                          |              | underground_bunkers                  | Underground Bunkers                       | 1.0.5                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 026fdd7ca5336437913ee2612c2523b11fa4174d | 3691773731     
verdantvibes-1.0.3-1.20.1.jar                                                      |              | verdantvibes                         | Verdant Vibes                             | 1.0.3-1.20.1                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 599c02021d99b77d78eec5d97ee8b801d149880d | 2839710108     
visual_keybinder-1.20.1 - 0.1.12.jar                                               |              | visual_keybinder                     | Raw's Visual Keybinder                    | 1.20.1 - 0.1.12              | visual_keybinder.mixins.json, mixins.visual_keybinder.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                            | 88a524a32d540e49438bab2b28d3f8188eac1fa3 | 2820780522     
visualhealth-forge-1.20.1-2.0.3.jar                                                |              | visual_health                        | Visual Health                             | 1.20.1-2.0.3                 | visualhealth-compat.mixins.json, visualhealth.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                    | 4785b6a76581a68a723b677c6a0d9da95ea2b459 | 987018263      
vminus-3.3.2.jar                                                                   |              | vminus                               | VMinus                                    | 3.3.1                        | mixins.vminus.refmap.json, mixins.vminus.json                                                                                                                                                                                                                                                                                                                                                                                                                                                | 2fcc79a165f88621bd6aa27827422ea36f07b3cc | 1798731720     
voicechat-forge-1.20.1-2.6.22.jar                                                  |              | voicechat                            | Simple Voice Chat                         | 1.20.1-2.6.22                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cc94c3eecc325ea3066ee3cd8bf57142d1b11762 | 3222218860     
VoidFog-1.20.1-2.0.23.jar                                                          |              | voidfog                              | VoidFog                                   | 1.20.1-2.0.23                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 100d235034c0f9f9e55562d5d46797289d3388f4 | 1468394605     
walkietalkie-forge-1.20.1-1.3.0.jar                                                |              | walkietalkie                         | Walkie-Talkie                             | 1.3.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d24badc63364806f2878de5438d5f841a09b25bc | 2793576810     
watut-forge-1.20.1-1.2.3.jar                                                       |              | watut                                | What Are They Up To                       | 1.20.1-1.2.3                 | watut_fabric.mixins.json, watut.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                  | d376debf1f96f37dbedf56919baeb7da2dcef9ab | 3519258904     
WhisperingSpirits-forge-1.20.1-v1.4.0.jar                                          |              | whispering_spirits                   | Whispering Spirits                        | 1.4.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 6807911d5f2f8389a6a2f208a52a18c64b574f03 | 962704917      
whos_there-1.4.1-forge-1.20.1.jar                                                  | MCreator mod | whos_there                           | Who's There?: Ghost Players               | 1.4.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 81b6dd10ab5107318a8e95b7095eb0d3146d7019 | 2940835147     
worldedit-mod-7.2.15.jar                                                           |              | worldedit                            | WorldEdit                                 | 7.2.15+6463-5ca4dff          | worldedit-forge.mixins.refmap.json, worldedit-forge.mixins.json, worldedit-fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                | 9c52765ca56f917ef8cbafc20e9a4f45c346508f | 1066971240     
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a27.jar                           |              | fabric-api-base                      | Fabric API Base                           | 0.4.29+b04edc7a27            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-command-api-v2-2.2.11+b3afc78b27.jar                     |              | fabric-command-api-v2                | Fabric Command API (v2)                   | 2.2.11+b3afc78b27            | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
    /META-INF/jars/fabric-events-interaction-v0-0.6.0+b3afc78b27.jar               |              | fabric-events-interaction-v0         | Fabric Events Interaction (v0)            | 0.6.0+b3afc78b27             | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.20+b3afc78b27.jar                |              | fabric-lifecycle-events-v1           | Fabric Lifecycle Events (v1)              | 2.2.20+b3afc78b27            | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/fabric-networking-api-v1-1.3.8+b3afc78b27.jar                   |              | fabric-networking-api-v1             | Fabric Networking API (v1)                | 1.3.8+b3afc78b27             | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
wscommands-2.0.0-forge-1.19-1.20.1.jar                                             |              | wscommands                           | World Start Commands and Global Configs   | 2.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | f54117c020b4b6701009e62d33a3e1b3825473d3 | 4267899902     
xercapaint-1.20.1-2.0.0.jar                                                        |              | xercapaint                           | Joy of Painting                           | 1.20.1-2.0.0                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 6310a9d55ae2dbd8af8f8d526d332aa9dbc413fb | 3155073832     
yet_another_config_lib_v3-3.6.6+1.20.1-forge.jar                                   |              | yet_another_config_lib_v3            | YetAnotherConfigLib                       | 3.6.6+1.20.1-forge           | yacl.mixins.json, yacl-fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 644731e321c53a35a0b3177a3cc6347fe38002f4 | 2226879195     
    /META-INF/jarjar/common-image-3.12.0.jar                                       |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/common-io-3.12.0.jar                                          |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/common-lang-3.12.0.jar                                        |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/gson-0.2.1.jar                                                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
